,0,1,2,3
389,206.0,17.0,5.047956,5.0
390,173.0,6.0,9.118199,1.0
391,65.0,18.0,6.493506,0.0
392,92.0,21.0,39.540021,4.0
393,103.0,8.0,16.394699,4.0
394,87.0,15.0,17.517483,4.0
395,148.0,45.0,20.52775,1.0
396,63.0,20.0,47.173025,0.0
397,49.0,10.0,28.069909,0.0
398,49.0,6.0,12.417219,0.0
399,29.0,19.0,20.706656,0.0
400,47.0,8.0,13.42536,0.0
401,26.0,21.0,21.335413,0.0
402,25.0,7.0,26.75727,0.0
403,50.0,14.0,16.662503,0.0
404,51.0,17.0,21.100917,0.0
405,64.0,23.0,18.737702,0.0
406,36.0,13.0,15.692685,0.0
407,37.0,13.0,12.06196,0.0
408,22.0,12.0,13.856729,0.0
409,21.0,12.0,10.771424,0.0
410,69.0,30.0,14.967915,0.0
411,59.0,14.0,12.660104,0.0
412,25.0,13.0,16.753229,0.0
413,90.0,12.0,22.421232,4.0
414,52.0,17.0,18.034958,0.0
415,46.0,14.0,24.880986,0.0
416,87.0,5.0,15.414407,4.0
417,105.0,42.0,17.710918,4.0
418,78.0,13.0,25.426711,4.0
419,56.0,8.0,18.121782,0.0
420,40.0,12.0,15.132505,0.0
421,45.0,18.0,12.731006,0.0
422,46.0,23.0,12.943327,0.0
423,55.0,11.0,15.592264,0.0
424,69.0,21.0,45.945946,0.0
425,20.0,20.0,27.795317,0.0
426,83.0,17.0,18.850502,4.0
427,59.0,7.0,32.023793,0.0
428,28.0,12.0,17.523515,0.0
429,86.0,20.0,15.276993,4.0
430,70.0,19.0,17.950073,0.0
431,79.0,14.0,10.885433,4.0
432,67.0,7.0,6.196549,0.0
433,17.0,14.0,11.778696,0.0
434,85.0,11.0,13.086327,4.0
435,153.0,14.0,5.506584,1.0
436,44.0,17.0,15.070078,0.0
437,38.0,32.0,9.358662,0.0
438,59.0,11.0,5.96796,0.0
439,70.0,8.0,8.070744,0.0
440,52.0,16.0,8.050256,0.0
441,75.0,14.0,3.53964,4.0
442,68.0,21.0,8.740134,0.0
443,41.0,10.0,8.448998,0.0
444,43.0,4.0,7.734295,0.0
445,36.0,30.0,5.600826,0.0
446,71.0,43.0,6.227243,0.0
447,86.0,37.0,11.072863,4.0
448,83.0,30.0,6.467733,4.0
449,29.0,23.0,8.803612,0.0
450,67.0,20.0,11.553427,0.0
451,61.0,44.0,24.047198,0.0
452,63.0,12.0,14.812049,0.0
453,76.0,17.0,23.531073,4.0
454,150.0,21.0,17.864307,1.0
455,64.0,25.0,16.218864,0.0
456,46.0,25.0,42.512153,0.0
457,65.0,39.0,10.311395,0.0
458,46.0,26.0,19.129387,0.0
459,62.0,17.0,14.941095,0.0
460,31.0,23.0,26.173205,0.0
461,57.0,32.0,12.683736,0.0
462,57.0,36.0,19.434973,0.0
463,68.0,33.0,8.555556,0.0
464,92.0,25.0,16.318423,4.0
465,87.0,10.0,13.323051,4.0
466,102.0,27.0,17.853785,4.0
467,92.0,10.0,12.265825,4.0
468,125.0,24.0,76.075302,1.0
469,62.0,16.0,14.940038,0.0
470,241.0,19.0,14.41048,5.0
471,108.0,16.0,14.79376,4.0
472,119.0,41.0,8.682799,1.0
473,187.0,22.0,8.261965,1.0
474,134.0,22.0,10.467375,1.0
475,126.0,28.0,7.946466,1.0
476,180.0,40.0,9.642896,1.0
477,120.0,39.0,9.896107,1.0
478,93.0,27.0,16.717325,4.0
479,148.0,27.0,9.604712,1.0
480,157.0,15.0,8.505768,1.0
481,111.0,27.0,16.22324,4.0
482,77.0,13.0,14.268086,4.0
483,108.0,14.0,40.383645,4.0
484,122.0,10.0,16.706501,1.0
485,122.0,20.0,11.346909,1.0
486,99.0,37.0,6.970545,4.0
487,83.0,12.0,9.830813,4.0
488,94.0,45.0,19.392648,4.0
489,96.0,28.0,8.441718,4.0
490,119.0,29.0,18.206039,1.0
491,111.0,23.0,6.065684,4.0
492,77.0,19.0,13.769577,4.0
493,82.0,19.0,8.753733,4.0
494,102.0,12.0,8.287143,4.0
495,111.0,26.0,5.185851,4.0
496,111.0,9.0,7.93336,4.0
497,109.0,24.0,5.521606,4.0
498,74.0,31.0,11.430459,4.0
499,80.0,23.0,6.915984,4.0
500,89.0,40.0,7.141962,4.0
501,110.0,26.0,9.072533,4.0
502,203.0,21.0,10.262966,5.0
503,109.0,35.0,10.536628,4.0
504,114.0,155.0,16.507209,4.0
505,81.0,31.0,6.266786,4.0
506,88.0,20.0,7.849957,4.0
507,128.0,36.0,5.890077,1.0
508,63.0,8.0,6.651434,0.0
509,83.0,30.0,7.31124,4.0
510,104.0,37.0,6.336534,4.0
511,69.0,20.0,27.743793,0.0
512,68.0,6.0,16.590198,0.0
513,67.0,35.0,5.735661,0.0
514,135.0,24.0,13.078435,1.0
515,58.0,31.0,6.269734,0.0
516,84.0,17.0,7.186256,4.0
517,64.0,22.0,7.831664,0.0
518,36.0,38.0,14.635733,0.0
519,77.0,26.0,8.048933,4.0
520,227.0,19.0,25.381104,5.0
521,89.0,24.0,10.370692,4.0
522,71.0,33.0,14.332574,0.0
523,50.0,18.0,32.085561,0.0
524,50.0,21.0,12.768831,0.0
525,213.0,18.0,23.946209,5.0
526,139.0,31.0,13.775874,1.0
527,155.0,37.0,5.080769,1.0
528,122.0,40.0,20.875963,1.0
529,39.0,10.0,26.809117,0.0
530,119.0,31.0,13.966975,1.0
531,91.0,22.0,11.45822,4.0
532,90.0,27.0,18.133111,4.0
533,61.0,18.0,11.525756,0.0
534,37.0,15.0,7.970085,0.0
535,42.0,12.0,7.81674,0.0
536,34.0,35.0,5.633337,0.0
537,40.0,12.0,5.819552,0.0
538,219.0,7.0,4.132529,5.0
539,133.0,8.0,4.75162,1.0
540,20.0,8.0,5.867155,0.0
541,216.0,15.0,9.266163,5.0
542,73.0,15.0,3.774461,4.0
543,68.0,18.0,23.193693,0.0
544,71.0,16.0,7.07142,0.0
545,37.0,11.0,5.231228,0.0
546,62.0,22.0,5.042101,0.0
547,80.0,20.0,8.587025,4.0
548,91.0,19.0,6.544662,4.0
549,95.0,9.0,7.26551,4.0
550,40.0,15.0,11.541035,0.0
551,107.0,16.0,5.283145,4.0
552,69.0,24.0,32.542324,0.0
553,95.0,26.0,15.587254,4.0
554,55.0,40.0,20.076118,0.0
555,57.0,32.0,16.152717,0.0
556,89.0,18.0,10.653895,4.0
557,42.0,11.0,12.01248,0.0
558,27.0,12.0,15.034028,0.0
559,103.0,10.0,6.724936,4.0
560,63.0,5.0,26.263538,0.0
561,59.0,15.0,7.025206,0.0
562,88.0,12.0,24.107249,4.0
563,53.0,15.0,11.071138,0.0
564,114.0,15.0,10.989393,4.0
565,64.0,15.0,32.888321,0.0
566,87.0,12.0,13.566814,4.0
567,110.0,15.0,8.530932,4.0
568,43.0,5.0,22.052863,0.0
569,92.0,20.0,10.183164,4.0
570,84.0,8.0,17.9808,4.0
571,75.0,20.0,28.403978,4.0
572,24.0,11.0,12.005906,0.0
573,89.0,20.0,11.073181,4.0
574,60.0,22.0,12.143095,0.0
575,105.0,10.0,4.981993,4.0
576,66.0,13.0,5.662958,0.0
577,56.0,26.0,17.594154,0.0
578,11.0,36.0,19.547325,0.0
579,47.0,21.0,9.646918,0.0
580,48.0,13.0,9.120919,0.0
581,15.0,23.0,29.981821,0.0
582,84.0,18.0,16.636351,4.0
583,65.0,17.0,17.814932,0.0
584,119.0,16.0,10.682179,1.0
585,69.0,79.0,19.752787,0.0
586,74.0,15.0,22.35278,4.0
587,104.0,24.0,17.620106,4.0
588,140.0,31.0,14.609104,1.0
589,86.0,17.0,19.236751,4.0
590,69.0,21.0,14.602201,0.0
591,78.0,18.0,18.940317,4.0
592,96.0,16.0,16.823922,4.0
593,86.0,27.0,12.142204,4.0
594,89.0,16.0,12.83485,4.0
595,77.0,11.0,11.980957,4.0
596,84.0,44.0,16.908273,4.0
597,38.0,13.0,13.868307,0.0
598,71.0,23.0,18.387136,0.0
599,62.0,26.0,18.65643,0.0
600,102.0,24.0,10.405978,4.0
601,144.0,8.0,11.45025,1.0
602,86.0,11.0,17.150014,4.0
603,54.0,16.0,19.066243,0.0
604,96.0,12.0,12.429759,4.0
605,83.0,11.0,16.382747,4.0
606,148.0,25.0,11.971564,1.0
607,87.0,12.0,19.149223,4.0
608,112.0,26.0,16.938608,4.0
609,45.0,23.0,17.751246,0.0
610,134.0,7.0,10.447394,1.0
611,91.0,26.0,13.266399,4.0
612,108.0,16.0,7.752973,4.0
613,131.0,26.0,12.404908,1.0
614,81.0,11.0,22.08533,4.0
615,96.0,7.0,15.605749,4.0
616,95.0,10.0,14.849226,4.0
617,102.0,16.0,12.683803,4.0
618,114.0,16.0,28.33765,4.0
619,99.0,12.0,17.493473,4.0
620,338.0,23.0,17.141565,5.0
621,86.0,15.0,9.086667,4.0
622,47.0,16.0,9.035204,0.0
623,140.0,29.0,33.907907,1.0
624,70.0,16.0,13.683582,0.0
625,55.0,20.0,11.229259,0.0
626,74.0,21.0,105.553266,4.0
627,69.0,27.0,5.63095,0.0
628,114.0,11.0,13.223504,4.0
629,97.0,16.0,18.520421,4.0
630,91.0,5.0,137.50393,4.0
631,152.0,17.0,14.864109,1.0
632,66.0,12.0,9.670281,0.0
633,83.0,10.0,47.119557,4.0
634,106.0,21.0,10.258649,4.0
635,90.0,12.0,14.782944,4.0
636,111.0,14.0,11.596937,4.0
637,96.0,15.0,8.030008,4.0
638,90.0,21.0,12.225372,4.0
639,122.0,18.0,15.327552,1.0
640,51.0,16.0,11.42794,0.0
641,111.0,55.0,12.649678,4.0
642,140.0,19.0,10.485604,1.0
643,120.0,24.0,10.615946,1.0
644,108.0,14.0,8.153096,4.0
645,133.0,15.0,11.028242,1.0
646,122.0,14.0,20.633668,1.0
647,69.0,8.0,9.815802,0.0
648,158.0,19.0,9.59398,1.0
649,98.0,39.0,14.766159,4.0
650,104.0,20.0,11.66613,4.0
651,61.0,19.0,17.508541,0.0
652,76.0,34.0,25.116279,4.0
653,275.0,8.0,24.227402,5.0
654,37.0,11.0,22.435215,0.0
655,71.0,9.0,13.753679,0.0
656,103.0,16.0,10.548351,4.0
657,69.0,23.0,16.624336,0.0
658,104.0,13.0,10.320417,4.0
659,94.0,21.0,12.188241,4.0
660,80.0,20.0,20.870076,4.0
661,68.0,20.0,9.862359,0.0
662,64.0,21.0,19.020486,0.0
663,137.0,16.0,9.137011,1.0
664,71.0,12.0,15.573013,0.0
665,64.0,31.0,13.853632,0.0
666,74.0,22.0,10.380372,4.0
667,103.0,18.0,16.382829,4.0
668,132.0,14.0,14.615385,1.0
669,73.0,12.0,34.497495,4.0
670,131.0,4.0,17.537488,1.0
671,253.0,11.0,5.90722,5.0
672,104.0,27.0,18.878101,4.0
673,83.0,24.0,18.125373,4.0
674,105.0,12.0,6.476593,4.0
675,104.0,7.0,6.127298,4.0
676,56.0,21.0,13.619403,0.0
677,61.0,29.0,9.132277,0.0
678,82.0,13.0,6.945949,4.0
679,73.0,29.0,17.294244,4.0
680,85.0,17.0,8.012076,4.0
681,55.0,22.0,3.219955,0.0
682,62.0,21.0,9.297052,0.0
683,88.0,19.0,9.899587,4.0
684,50.0,21.0,14.939336,0.0
685,90.0,46.0,5.154883,4.0
686,61.0,30.0,13.579246,0.0
687,64.0,22.0,5.064086,0.0
688,83.0,19.0,12.193878,4.0
689,113.0,9.0,11.432054,4.0
690,81.0,8.0,13.908257,4.0
691,98.0,12.0,17.189613,4.0
692,83.0,13.0,20.274733,4.0
693,138.0,3.0,10.83871,1.0
694,124.0,9.0,28.111012,1.0
695,98.0,6.0,20.018998,4.0
696,79.0,18.0,9.35147,4.0
697,139.0,9.0,19.538994,1.0
698,130.0,18.0,20.503321,1.0
699,136.0,4.0,13.137739,1.0
700,69.0,21.0,13.283298,0.0
701,46.0,58.0,15.120561,0.0
702,75.0,14.0,17.319224,4.0
703,98.0,11.0,37.560726,4.0
704,118.0,11.0,12.294469,1.0
705,91.0,16.0,20.250522,4.0
706,59.0,3.0,12.521834,0.0
707,55.0,12.0,27.625691,0.0
708,111.0,9.0,21.303883,4.0
709,82.0,8.0,9.924558,4.0
710,113.0,24.0,6.519465,4.0
711,89.0,12.0,12.93033,4.0
712,95.0,6.0,39.301558,4.0
713,95.0,16.0,8.051357,4.0
714,47.0,19.0,10.268071,0.0
715,29.0,19.0,11.570901,0.0
716,35.0,14.0,14.334071,0.0
717,31.0,21.0,22.74364,0.0
718,31.0,10.0,19.932905,0.0
719,53.0,8.0,16.792041,0.0
720,31.0,45.0,3.304485,0.0
721,30.0,47.0,8.139888,0.0
722,49.0,28.0,8.391775,0.0
723,32.0,21.0,12.521932,0.0
724,37.0,43.0,10.409643,0.0
725,99.0,33.0,13.392272,4.0
726,749.0,33.0,17.323496,2.0
727,23.0,19.0,6.65271,0.0
728,23.0,17.0,14.362336,0.0
729,31.0,12.0,4.490477,0.0
730,25.0,34.0,7.230098,0.0
731,41.0,20.0,9.206799,0.0
732,31.0,9.0,53.790659,0.0
733,45.0,35.0,30.544345,0.0
