,0,1,2,3
734,52.0,23.0,16.372059,0.0
735,47.0,13.0,11.650365,0.0
736,40.0,22.0,8.067022,0.0
737,70.0,32.0,9.77971,0.0
738,51.0,12.0,13.045409,0.0
739,36.0,16.0,16.176871,0.0
740,43.0,12.0,16.740656,0.0
741,48.0,18.0,54.100254,0.0
742,52.0,12.0,17.468559,0.0
743,58.0,24.0,18.105023,0.0
744,179.0,17.0,22.544999,1.0
745,37.0,10.0,24.00096,0.0
746,168.0,9.0,30.177367,1.0
747,351.0,22.0,9.885799,5.0
748,42.0,9.0,19.623112,0.0
749,40.0,27.0,10.655542,0.0
750,598.0,26.0,9.129353,2.0
751,139.0,11.0,15.107775,1.0
752,125.0,8.0,40.424646,1.0
753,66.0,38.0,12.047627,0.0
754,80.0,30.0,18.893939,4.0
755,72.0,28.0,77.901545,0.0
756,263.0,30.0,3.513203,5.0
757,165.0,14.0,7.28418,1.0
758,63.0,18.0,16.978961,0.0
759,131.0,10.0,8.46594,1.0
760,77.0,32.0,12.700831,4.0
761,55.0,13.0,7.902033,0.0
762,61.0,22.0,3.337631,0.0
763,146.0,33.0,9.443453,1.0
764,52.0,28.0,7.809177,0.0
765,90.0,31.0,6.675047,4.0
766,58.0,25.0,31.608101,0.0
767,138.0,32.0,3.644705,1.0
768,47.0,24.0,6.047516,0.0
769,43.0,10.0,10.631777,0.0
770,52.0,19.0,7.457559,0.0
771,33.0,19.0,18.02558,0.0
772,33.0,36.0,20.211671,0.0
773,68.0,22.0,27.056673,0.0
774,37.0,22.0,20.297862,0.0
775,71.0,46.0,13.56274,0.0
776,94.0,19.0,7.655206,4.0
777,38.0,47.0,12.632527,0.0
778,32.0,37.0,11.012103,0.0
779,84.0,16.0,6.560808,4.0
780,80.0,26.0,12.647479,4.0
781,76.0,30.0,6.390315,4.0
782,109.0,21.0,21.240234,4.0
783,118.0,14.0,12.104225,1.0
784,159.0,18.0,13.464448,1.0
785,210.0,13.0,8.218461,5.0
786,119.0,23.0,10.993775,1.0
787,82.0,11.0,11.137744,4.0
788,78.0,10.0,11.275919,4.0
789,162.0,12.0,10.194625,1.0
790,97.0,3.0,8.534009,4.0
791,88.0,17.0,12.713701,4.0
792,89.0,18.0,19.501167,4.0
793,75.0,6.0,25.357934,4.0
794,83.0,6.0,9.712096,4.0
795,117.0,26.0,19.54147,1.0
796,160.0,21.0,13.134946,1.0
797,83.0,14.0,16.041417,4.0
798,59.0,10.0,14.256391,0.0
799,106.0,16.0,13.844835,4.0
800,114.0,21.0,12.203775,4.0
801,116.0,15.0,8.999683,4.0
802,100.0,26.0,13.099606,4.0
803,182.0,23.0,7.986452,1.0
804,136.0,16.0,23.13897,1.0
805,100.0,39.0,16.722259,4.0
806,141.0,31.0,13.19491,1.0
807,251.0,43.0,7.535249,5.0
808,147.0,17.0,10.195619,1.0
809,85.0,21.0,9.571482,4.0
810,68.0,23.0,13.129604,0.0
811,148.0,16.0,18.133182,1.0
812,44.0,17.0,20.503235,0.0
813,81.0,9.0,19.989507,4.0
814,32.0,20.0,27.437943,0.0
815,292.0,19.0,15.098783,5.0
816,25.0,24.0,12.742319,0.0
817,64.0,16.0,12.719892,0.0
818,41.0,36.0,17.258143,0.0
819,38.0,27.0,45.890781,0.0
820,36.0,15.0,11.287436,0.0
821,143.0,20.0,18.15065,1.0
822,44.0,23.0,10.595474,0.0
823,126.0,24.0,12.898264,1.0
824,106.0,21.0,10.021461,4.0
825,62.0,22.0,11.285714,0.0
826,148.0,22.0,10.551892,1.0
827,102.0,27.0,11.627907,4.0
828,111.0,18.0,15.869454,4.0
829,102.0,39.0,22.478852,4.0
830,88.0,23.0,15.582127,4.0
831,128.0,25.0,13.172385,1.0
832,80.0,8.0,44.647486,4.0
833,121.0,23.0,21.523623,1.0
834,63.0,17.0,10.354715,0.0
835,140.0,8.0,20.96156,1.0
836,104.0,3.0,27.263755,4.0
837,118.0,6.0,43.035316,1.0
838,68.0,19.0,13.466155,0.0
839,73.0,6.0,11.116066,4.0
840,94.0,11.0,15.775333,4.0
841,183.0,11.0,29.367219,1.0
842,117.0,11.0,15.635139,1.0
843,151.0,10.0,18.084661,1.0
844,78.0,26.0,15.177344,4.0
845,142.0,18.0,14.274851,1.0
846,88.0,9.0,18.676123,4.0
847,95.0,8.0,23.388133,4.0
848,140.0,23.0,26.967344,1.0
849,300.0,9.0,16.048835,5.0
850,110.0,18.0,12.307089,4.0
851,137.0,11.0,16.808128,1.0
852,110.0,10.0,23.546706,4.0
853,98.0,10.0,9.015067,4.0
854,149.0,10.0,14.871155,1.0
855,138.0,15.0,6.832595,1.0
856,86.0,15.0,14.416081,4.0
857,137.0,20.0,15.247478,1.0
858,136.0,50.0,11.513441,1.0
859,70.0,17.0,13.46204,0.0
860,86.0,11.0,15.263715,4.0
861,115.0,42.0,9.52717,4.0
862,79.0,37.0,12.416658,4.0
863,94.0,20.0,12.881841,4.0
864,95.0,24.0,9.300485,4.0
865,107.0,21.0,17.85494,4.0
866,120.0,23.0,7.80212,1.0
867,32.0,18.0,14.738617,0.0
868,47.0,15.0,7.279109,0.0
869,86.0,26.0,8.052723,4.0
870,64.0,24.0,9.65138,0.0
871,82.0,12.0,8.191654,4.0
872,36.0,14.0,35.374809,0.0
873,98.0,25.0,7.549421,4.0
874,21.0,23.0,11.89381,0.0
875,232.0,25.0,5.857852,5.0
876,70.0,16.0,10.248836,0.0
877,26.0,37.0,15.670079,0.0
878,32.0,12.0,12.565863,0.0
879,100.0,24.0,8.483591,4.0
880,33.0,18.0,14.57946,0.0
881,42.0,21.0,6.948229,0.0
882,211.0,22.0,8.890169,5.0
883,20.0,9.0,8.889788,0.0
884,155.0,20.0,32.414472,1.0
885,100.0,12.0,24.565328,4.0
886,58.0,24.0,16.20997,0.0
887,125.0,15.0,19.736141,1.0
888,71.0,14.0,12.552371,0.0
889,660.0,13.0,16.11603,2.0
890,44.0,35.0,27.360574,0.0
891,126.0,9.0,11.969601,1.0
892,118.0,16.0,14.893617,1.0
893,106.0,13.0,17.019832,4.0
894,88.0,11.0,6.54636,4.0
895,130.0,12.0,7.587287,1.0
896,87.0,21.0,7.977582,4.0
897,76.0,6.0,25.340287,4.0
898,102.0,36.0,7.574832,4.0
899,90.0,14.0,8.249881,4.0
900,103.0,27.0,4.629726,4.0
901,104.0,10.0,4.987678,4.0
902,118.0,21.0,6.597374,1.0
903,88.0,20.0,5.101328,4.0
904,94.0,25.0,5.497564,4.0
905,88.0,12.0,8.750912,4.0
906,84.0,20.0,5.367941,4.0
907,105.0,17.0,2.729128,4.0
908,113.0,14.0,4.928154,4.0
909,131.0,13.0,4.903037,1.0
910,124.0,14.0,7.912222,1.0
911,87.0,28.0,7.233041,4.0
912,63.0,16.0,5.491556,0.0
913,85.0,8.0,6.641537,4.0
914,90.0,8.0,5.516406,4.0
915,114.0,16.0,11.406571,4.0
916,128.0,18.0,3.711945,1.0
917,86.0,10.0,6.227967,4.0
918,92.0,7.0,4.602774,4.0
919,85.0,11.0,13.939875,4.0
920,70.0,3.0,3.535399,0.0
921,86.0,3.0,8.171941,4.0
922,112.0,26.0,8.544017,4.0
923,1108.0,17.0,8.159839,3.0
924,63.0,11.0,8.564427,0.0
925,231.0,10.0,8.489362,5.0
926,81.0,10.0,7.70322,4.0
927,121.0,12.0,9.18538,1.0
928,58.0,19.0,35.237704,0.0
929,132.0,7.0,8.43071,1.0
930,127.0,22.0,6.37095,1.0
931,178.0,4.0,6.583579,1.0
932,116.0,14.0,6.442906,4.0
933,118.0,27.0,13.224101,1.0
934,23.0,14.0,22.076801,0.0
935,137.0,13.0,15.791329,1.0
936,93.0,26.0,5.634328,4.0
937,157.0,24.0,7.048677,1.0
938,82.0,54.0,6.82795,4.0
939,122.0,8.0,6.615077,1.0
940,135.0,18.0,26.366242,1.0
941,106.0,25.0,7.933441,4.0
942,158.0,18.0,5.589035,1.0
943,60.0,89.0,7.437783,0.0
944,43.0,54.0,5.674924,0.0
945,104.0,63.0,7.511901,4.0
946,193.0,16.0,14.569067,5.0
947,166.0,7.0,10.017575,1.0
948,149.0,60.0,20.827687,1.0
949,71.0,14.0,16.833936,0.0
950,81.0,38.0,8.77534,4.0
951,64.0,32.0,27.874316,0.0
952,117.0,30.0,8.332315,1.0
953,58.0,40.0,9.074869,0.0
954,57.0,41.0,5.092698,0.0
955,70.0,59.0,5.486445,0.0
956,131.0,43.0,7.257112,1.0
957,54.0,32.0,5.611461,0.0
958,83.0,41.0,6.047321,4.0
959,60.0,30.0,9.626003,0.0
960,73.0,18.0,5.904735,4.0
961,94.0,67.0,3.00204,4.0
962,55.0,40.0,5.42097,0.0
963,84.0,54.0,5.393341,4.0
964,109.0,24.0,8.703445,4.0
965,110.0,88.0,7.956345,4.0
966,106.0,46.0,6.040711,4.0
967,40.0,36.0,7.30569,0.0
968,53.0,47.0,6.068047,0.0
969,98.0,46.0,12.547228,4.0
970,98.0,23.0,4.083139,4.0
971,125.0,59.0,6.850764,1.0
972,117.0,22.0,4.464691,1.0
973,153.0,24.0,13.521679,1.0
974,95.0,25.0,3.429337,4.0
975,92.0,45.0,7.926783,4.0
976,234.0,29.0,8.287696,5.0
977,107.0,51.0,7.915044,4.0
978,207.0,50.0,8.307494,5.0
979,139.0,44.0,8.234681,1.0
980,88.0,49.0,7.472124,4.0
981,69.0,41.0,8.909818,0.0
982,49.0,42.0,34.180573,0.0
