id,price,stations,crime rate,group
E02000184,62,12,0.011227714,0
E02000185,57,5,0.012036522,0
E02000186,69,26,0.018267694,0
E02000187,97,16,0.033526786,4
E02000188,16,55,0.010142996,0
E02000189,50,34,0.025541126,0
E02000190,34,21,0.0112375,0
E02000191,39,15,0.012394131,0
E02000192,36,10,0.012285012,0
E02000193,75,20,0.010208055,4
E02000194,134,7,0.011652588,1
E02000195,79,25,0.009727749,4
E02000196,63,13,0.017829859,0
E02000197,66,9,0.022239932,0
E02000198,103,21,0.012947431,4
E02000199,97,18,0.0129362,4
E02000200,170,19,0.034981643,1
E02000201,82,23,0.017368069,4
E02000202,66,11,0.010135056,0
E02000203,68,19,0.021585117,0
E02000204,56,9,0.020441007,0
E02000206,112,20,0.02968686,4
E02000207,101,19,0.010733975,4
E02000208,74,44,0.008460432,4
E02000209,67,16,0.012609801,0
E02000210,126,24,0.024101404,1
E02000211,100,16,0.013620732,4
E02000212,60,21,0.021865133,0
E02000213,92,21,0.012577341,4
E02000214,65,38,0.022777778,0
E02000215,265,57,0.015647332,5
E02000216,93,39,0.030105945,4
E02000217,180,19,0.029492668,1
E02000218,41,18,0.024002954,0
E02000219,95,16,0.013730839,4
E02000220,484,33,0.013544934,2
E02000221,87,34,0.018719864,4
E02000222,138,50,0.009836858,1
E02000223,25,33,0.01760555,0
E02000224,119,28,0.008070396,1
E02000225,46,37,0.017233233,0
E02000226,76,37,0.01893959,4
E02000227,181,21,0.009073691,1
E02000228,105,14,0.014872321,4
E02000229,26,59,0.017429361,0
E02000230,163,17,0.008851279,1
E02000231,97,29,0.016436944,4
E02000232,83,56,0.017582938,4
E02000233,73,20,0.016661407,4
E02000234,78,13,0.02707912,4
E02000235,103,37,0.008672542,4
E02000236,190,30,0.012586516,1
E02000237,114,9,0.006995563,4
E02006788,82,18,0.012289408,4
E02000238,56,30,0.009516477,0
E02000239,48,9,0.009794889,0
E02000240,86,17,0.027542495,4
E02000241,63,26,0.014699365,0
E02000242,35,27,0.014559771,0
E02000243,42,25,0.008585625,0
E02000244,50,6,0.017425474,0
E02000245,55,9,0.017763698,0
E02000246,54,76,0.010044313,0
E02000247,89,22,0.007055774,4
E02000248,64,28,0.020295353,0
E02000249,52,22,0.008792332,0
E02000250,58,25,0.016156595,0
E02000251,26,38,0.009452736,0
E02000252,77,19,0.028510884,4
E02000253,61,8,0.028521904,0
E02000254,28,28,0.018757792,0
E02000255,72,30,0.017882859,4
E02000256,80,13,0.009363879,4
E02000257,167,6,0.020420331,1
E02000258,53,21,0.031454802,0
E02000259,44,18,0.023825557,0
E02000260,26,44,0.016329911,0
E02000261,109,10,0.012392184,4
E02000262,66,11,0.006488089,0
E02000263,21,10,0.006356356,0
E02000264,72,22,0.00922473,4
E02000265,102,12,0.020984529,4
E02000266,69,8,0.005961851,0
E02000267,68,12,0.010702985,0
E02000268,50,17,0.005492942,0
E02000269,87,10,0.005838433,4
E02000270,124,12,0.008493288,1
E02000271,71,16,0.007343284,0
E02000272,73,21,0.009476576,4
E02000274,44,27,0.006932511,0
E02000275,36,15,0.008731977,0
E02000276,69,21,0.005530872,0
E02006791,80,14,0.007370309,4
E02000277,68,31,0.008161605,0
E02000278,60,13,0.010877005,0
E02000279,100,22,0.006202501,4
E02000280,74,37,0.006444081,4
E02000281,77,35,0.009401516,4
E02000282,37,27,0.006073355,0
E02000283,37,23,0.014491407,0
E02000284,106,20,0.004835681,4
E02000285,68,20,0.010009169,0
E02000286,131,28,0.005907072,1
E02000287,179,15,0.022660735,1
E02000288,68,20,0.004121515,0
E02000289,66,28,0.014792269,0
E02000290,42,20,0.010199862,0
E02000291,125,17,0.011586207,1
E02000292,90,11,0.00752775,4
E02000293,57,12,0.01409934,0
E02000294,62,16,0.006623955,0
E02000295,82,5,0.009893507,4
E02000296,89,18,0.028747638,4
E02000297,104,21,0.010304622,4
E02000298,65,16,0.008119447,0
E02000299,65,23,0.008041813,0
E02000300,53,12,0.007111572,0
E02000301,49,32,0.013245407,0
E02000302,71,19,0.02010021,0
E02000303,37,30,0.016998762,0
E02000304,65,26,0.006539054,0
E02000305,110,7,0.008741794,4
E02000306,33,50,0.006471989,0
E02000307,56,26,0.005988746,0
E02000308,52,42,0.037016916,0
E02000309,50,15,0.00727751,0
E02000311,59,17,0.00506631,0
E02000312,85,27,0.005162023,4
E02006793,40,23,0.005228758,0
E02000313,26,9,0.010122529,0
E02000314,96,19,0.0091461,4
E02000315,41,14,0.011424675,0
E02000316,324,16,0.018122376,5
E02000317,35,31,0.016600141,0
E02000318,67,16,0.01632903,0
E02000319,81,17,0.011802776,4
E02000320,60,21,0.01081043,0
E02000321,46,20,0.017911839,0
E02000323,125,24,0.013009404,1
E02000324,33,20,0.013939315,0
E02000326,67,15,0.019616701,0
E02000327,32,25,0.013438097,0
E02000328,103,23,0.012431227,4
E02000329,41,40,0.016711209,0
E02000331,76,30,0.013865597,4
E02000332,91,13,0.016484687,4
E02000333,66,11,0.015843589,0
E02000334,52,22,0.016186888,0
E02000335,90,16,0.014472694,4
E02000337,68,21,0.011753278,0
E02000339,86,6,0.020458265,4
E02000340,95,9,0.048281401,4
E02000341,50,9,0.01917996,0
E02000342,70,11,0.009173167,0
E02000343,72,11,0.018059022,4
E02000344,76,14,0.013859437,4
E02006786,62,22,0.015799458,0
E02006927,156,17,0.016222173,1
E02006928,186,10,0.014568778,1
E02006929,444,18,0.017948398,2
E02006930,225,13,0.033942941,5
E02006931,163,12,0.019538992,1
E02000345,28,20,0.013118971,0
E02000346,77,36,0.024061705,4
E02000347,38,37,0.028213906,0
E02000348,25,19,0.015568862,0
E02000350,73,17,0.016808975,4
E02000351,207,33,0.009086904,5
E02000352,69,19,0.01997749,0
E02000353,92,24,0.021141727,4
E02000354,60,18,0.012485571,0
E02000355,70,11,0.011419892,0
E02000356,92,16,0.029016024,4
E02000357,28,47,0.02430956,0
E02000358,83,40,0.01102759,4
E02000359,56,7,0.01228384,0
E02000360,70,10,0.019009764,0
E02000361,70,22,0.013438931,0
E02000362,56,12,0.010971144,0
E02000363,96,13,0.010505564,4
E02000364,99,5,0.011762817,4
E02000365,124,12,0.00615331,1
E02000366,43,4,0.013104068,0
E02000367,95,3,0.009687646,4
E02000368,63,16,0.007165959,0
E02000369,132,16,0.00390125,1
E02000370,88,35,0.011152797,4
E02000371,93,4,0.004332683,4
E02006918,81,10,0.009811843,4
E02006921,22,7,0.008689373,0
E02000372,40,10,0.014130897,0
E02000373,31,9,0.009105107,0
E02000374,40,5,0.017650677,0
E02000375,30,22,0.006167206,0
E02000376,63,12,0.005784634,0
E02000377,66,7,0.009260875,0
E02000378,65,19,0.013352273,0
E02000379,85,18,0.004818639,4
E02000380,69,15,0.009225092,0
E02000381,61,4,0.009988249,0
E02000382,97,13,0.005284761,4
E02000383,68,16,0.028756219,0
E02000384,164,14,0.011805847,1
E02000385,65,18,0.006407246,0
E02000386,38,22,0.005365368,0
E02000387,48,14,0.010674806,0
E02000388,206,17,0.005047956,5
E02000389,173,6,0.009118199,1
E02000390,65,18,0.006493506,0
E02000391,92,21,0.039540021,4
E02000392,103,8,0.016394699,4
E02000393,87,15,0.017517483,4
E02000394,148,45,0.02052775,1
E02000395,63,20,0.047173025,0
E02000396,49,10,0.028069909,0
E02000397,49,6,0.012417219,0
E02000398,29,19,0.020706656,0
E02000400,47,8,0.01342536,0
E02000401,26,21,0.021335413,0
E02000402,25,7,0.02675727,0
E02000403,50,14,0.016662503,0
E02000404,51,17,0.021100917,0
E02000405,64,23,0.018737702,0
E02000406,36,13,0.015692685,0
E02000407,37,13,0.01206196,0
E02000408,22,12,0.013856729,0
E02000409,21,12,0.010771424,0
E02000410,69,30,0.014967915,0
E02000411,59,14,0.012660104,0
E02000412,25,13,0.016753229,0
E02000413,90,12,0.022421232,4
E02000414,52,17,0.018034958,0
E02000415,46,14,0.024880986,0
E02000416,87,5,0.015414407,4
E02000417,105,42,0.017710918,4
E02000418,78,13,0.025426711,4
E02000419,56,8,0.018121782,0
E02000420,40,12,0.015132505,0
E02000421,45,18,0.012731006,0
E02000422,46,23,0.012943327,0
E02000423,55,11,0.015592264,0
E02000424,69,21,0.045945946,0
E02000425,20,20,0.027795317,0
E02000426,83,17,0.018850502,4
E02000427,59,7,0.032023793,0
E02000428,28,12,0.017523515,0
E02000429,86,20,0.015276993,4
E02000430,70,19,0.017950073,0
E02000431,79,14,0.010885433,4
E02000432,67,7,0.006196549,0
E02006794,17,14,0.011778696,0
E02000433,85,11,0.013086327,4
E02000434,153,14,0.005506584,1
E02000435,44,17,0.015070078,0
E02000436,38,32,0.009358662,0
E02000437,59,11,0.00596796,0
E02000438,70,8,0.008070744,0
E02000439,52,16,0.008050256,0
E02000440,75,14,0.00353964,4
E02000441,68,21,0.008740134,0
E02000442,41,10,0.008448998,0
E02000443,43,4,0.007734295,0
E02000444,36,30,0.005600826,0
E02000445,71,43,0.006227243,0
E02000447,86,37,0.011072863,4
E02000448,83,30,0.006467733,4
E02000449,29,23,0.008803612,0
E02000451,67,20,0.011553427,0
E02000452,61,44,0.024047198,0
E02000453,63,12,0.014812049,0
E02000454,76,17,0.023531073,4
E02000455,150,21,0.017864307,1
E02000456,64,25,0.016218864,0
E02000457,46,25,0.042512153,0
E02000459,65,39,0.010311395,0
E02000460,46,26,0.019129387,0
E02000461,62,17,0.014941095,0
E02000462,31,23,0.026173205,0
E02000463,57,32,0.012683736,0
E02006795,57,36,0.019434973,0
E02006882,68,33,0.008555556,0
E02000464,92,25,0.016318423,4
E02000465,87,10,0.013323051,4
E02000466,102,27,0.017853785,4
E02000467,92,10,0.012265825,4
E02000468,125,24,0.076075302,1
E02000469,62,16,0.014940038,0
E02000470,241,19,0.01441048,5
E02000471,108,16,0.01479376,4
E02000472,119,41,0.008682799,1
E02000473,187,22,0.008261965,1
E02000474,134,22,0.010467375,1
E02000475,126,28,0.007946466,1
E02000476,180,40,0.009642896,1
E02000477,120,39,0.009896107,1
E02000478,93,27,0.016717325,4
E02000479,148,27,0.009604712,1
E02000480,157,15,0.008505768,1
E02000481,111,27,0.01622324,4
E02000482,77,13,0.014268086,4
E02000483,108,14,0.040383645,4
E02000484,122,10,0.016706501,1
E02000485,122,20,0.011346909,1
E02000486,99,37,0.006970545,4
E02000487,83,12,0.009830813,4
E02000488,94,45,0.019392648,4
E02000489,96,28,0.008441718,4
E02000490,119,29,0.018206039,1
E02000491,111,23,0.006065684,4
E02000492,77,19,0.013769577,4
E02000493,82,19,0.008753733,4
E02000494,102,12,0.008287143,4
E02000495,111,26,0.005185851,4
E02000496,111,9,0.00793336,4
E02000497,109,24,0.005521606,4
E02000498,74,31,0.011430459,4
E02000499,80,23,0.006915984,4
E02000500,89,40,0.007141962,4
E02000501,110,26,0.009072533,4
E02000502,203,21,0.010262966,5
E02000503,109,35,0.010536628,4
E02000504,114,155,0.016507209,4
E02000506,81,31,0.006266786,4
E02000507,88,20,0.007849957,4
E02000508,128,36,0.005890077,1
E02000509,63,8,0.006651434,0
E02000510,83,30,0.00731124,4
E02000511,104,37,0.006336534,4
E02000512,69,20,0.027743793,0
E02000513,68,6,0.016590198,0
E02000514,67,35,0.005735661,0
E02000515,135,24,0.013078435,1
E02000516,58,31,0.006269734,0
E02000517,84,17,0.007186256,4
E02000518,64,22,0.007831664,0
E02000519,36,38,0.014635733,0
E02000520,77,26,0.008048933,4
E02000521,227,19,0.025381104,5
E02000522,89,24,0.010370692,4
E02000523,71,33,0.014332574,0
E02000524,50,18,0.032085561,0
E02000525,50,21,0.012768831,0
E02006796,213,18,0.023946209,5
E02000526,139,31,0.013775874,1
E02000528,155,37,0.005080769,1
E02000529,122,40,0.020875963,1
E02000530,39,10,0.026809117,0
E02000531,119,31,0.013966975,1
E02000532,91,22,0.01145822,4
E02000533,90,27,0.018133111,4
E02000534,61,18,0.011525756,0
E02000535,37,15,0.007970085,0
E02000536,42,12,0.00781674,0
E02000537,34,35,0.005633337,0
E02000538,40,12,0.005819552,0
E02000539,219,7,0.004132529,5
E02000540,133,8,0.00475162,1
E02000541,20,8,0.005867155,0
E02000542,216,15,0.009266163,5
E02000543,73,15,0.003774461,4
E02000544,68,18,0.023193693,0
E02000545,71,16,0.00707142,0
E02000546,37,11,0.005231228,0
E02000547,62,22,0.005042101,0
E02000548,80,20,0.008587025,4
E02000549,91,19,0.006544662,4
E02000550,95,9,0.00726551,4
E02000551,40,15,0.011541035,0
E02000552,107,16,0.005283145,4
E02000553,69,24,0.032542324,0
E02006792,95,26,0.015587254,4
E02000554,55,40,0.020076118,0
E02000555,57,32,0.016152717,0
E02000556,89,18,0.010653895,4
E02000557,42,11,0.01201248,0
E02000558,27,12,0.015034028,0
E02000559,103,10,0.006724936,4
E02000560,63,5,0.026263538,0
E02000561,59,15,0.007025206,0
E02000562,88,12,0.024107249,4
E02000563,53,15,0.011071138,0
E02000564,114,15,0.010989393,4
E02000565,64,15,0.032888321,0
E02000566,87,12,0.013566814,4
E02000567,110,15,0.008530932,4
E02000568,43,5,0.022052863,0
E02000569,92,20,0.010183164,4
E02000570,84,8,0.0179808,4
E02000571,75,20,0.028403978,4
E02000572,24,11,0.012005906,0
E02000573,89,20,0.011073181,4
E02000574,60,22,0.012143095,0
E02000575,105,10,0.004981993,4
E02000576,66,13,0.005662958,0
E02000577,56,26,0.017594154,0
E02000578,11,36,0.019547325,0
E02000579,47,21,0.009646918,0
E02000580,48,13,0.009120919,0
E02000581,15,23,0.029981821,0
E02000582,84,18,0.016636351,4
E02000583,65,17,0.017814932,0
E02000584,119,16,0.010682179,1
E02000585,69,79,0.019752787,0
E02000586,74,15,0.02235278,4
E02000587,104,24,0.017620106,4
E02000588,140,31,0.014609104,1
E02000589,86,17,0.019236751,4
E02000590,69,21,0.014602201,0
E02000591,78,18,0.018940317,4
E02000592,96,16,0.016823922,4
E02000593,86,27,0.012142204,4
E02000594,89,16,0.01283485,4
E02000595,77,11,0.011980957,4
E02000596,84,44,0.016908273,4
E02000597,38,13,0.013868307,0
E02000598,71,23,0.018387136,0
E02000599,62,26,0.01865643,0
E02000600,102,24,0.010405978,4
E02000601,144,8,0.01145025,1
E02000602,86,11,0.017150014,4
E02000603,54,16,0.019066243,0
E02000604,96,12,0.012429759,4
E02000605,83,11,0.016382747,4
E02000606,148,25,0.011971564,1
E02000607,87,12,0.019149223,4
E02000608,112,26,0.016938608,4
E02000609,45,23,0.017751246,0
E02000610,134,7,0.010447394,1
E02000611,91,26,0.013266399,4
E02000612,108,16,0.007752973,4
E02000613,131,26,0.012404908,1
E02000614,81,11,0.02208533,4
E02000615,96,7,0.015605749,4
E02000616,95,10,0.014849226,4
E02000617,102,16,0.012683803,4
E02000619,114,16,0.02833765,4
E02000620,99,12,0.017493473,4
E02000621,338,23,0.017141565,5
E02000622,86,15,0.009086667,4
E02000623,47,16,0.009035204,0
E02000624,140,29,0.033907907,1
E02000625,70,16,0.013683582,0
E02000626,55,20,0.011229259,0
E02000627,74,21,0.105553266,4
E02000628,69,27,0.00563095,0
E02000629,114,11,0.013223504,4
E02000630,97,16,0.018520421,4
E02000631,91,5,0.13750393,4
E02000632,152,17,0.014864109,1
E02000633,66,12,0.009670281,0
E02000634,83,10,0.047119557,4
E02000635,106,21,0.010258649,4
E02000636,90,12,0.014782944,4
E02000637,111,14,0.011596937,4
E02000638,96,15,0.008030008,4
E02000639,90,21,0.012225372,4
E02000640,122,18,0.015327552,1
E02000641,51,16,0.01142794,0
E02000642,111,55,0.012649678,4
E02000643,140,19,0.010485604,1
E02000644,120,24,0.010615946,1
E02000645,108,14,0.008153096,4
E02000646,133,15,0.011028242,1
E02000647,122,14,0.020633668,1
E02000648,69,8,0.009815802,0
E02000649,158,19,0.00959398,1
E02000650,98,39,0.014766159,4
E02000651,104,20,0.01166613,4
E02000652,61,19,0.017508541,0
E02006801,76,34,0.025116279,4
E02000653,275,8,0.024227402,5
E02000654,37,11,0.022435215,0
E02000655,71,9,0.013753679,0
E02000657,103,16,0.010548351,4
E02000658,69,23,0.016624336,0
E02000659,104,13,0.010320417,4
E02000660,94,21,0.012188241,4
E02000661,80,20,0.020870076,4
E02000662,68,20,0.009862359,0
E02000663,64,21,0.019020486,0
E02000664,137,16,0.009137011,1
E02000665,71,12,0.015573013,0
E02000666,64,31,0.013853632,0
E02000667,74,22,0.010380372,4
E02000668,103,18,0.016382829,4
E02000669,132,14,0.014615385,1
E02000670,73,12,0.034497495,4
E02000671,131,4,0.017537488,1
E02000672,253,11,0.00590722,5
E02000673,104,27,0.018878101,4
E02000674,83,24,0.018125373,4
E02000675,105,12,0.006476593,4
E02000676,104,7,0.006127298,4
E02000677,56,21,0.013619403,0
E02000678,61,29,0.009132277,0
E02000679,82,13,0.006945949,4
E02000680,73,29,0.017294244,4
E02000681,85,17,0.008012076,4
E02000682,55,22,0.003219955,0
E02000683,62,21,0.009297052,0
E02000685,88,19,0.009899587,4
E02000686,50,21,0.014939336,0
E02000687,90,46,0.005154883,4
E02006783,61,30,0.013579246,0
E02006784,64,22,0.005064086,0
E02006798,83,19,0.012193878,4
E02000689,113,9,0.011432054,4
E02000690,81,8,0.013908257,4
E02000691,98,12,0.017189613,4
E02000692,83,13,0.020274733,4
E02000693,138,3,0.01083871,1
E02000694,124,9,0.028111012,1
E02000695,98,6,0.020018998,4
E02000696,79,18,0.00935147,4
E02000697,139,9,0.019538994,1
E02000698,130,18,0.020503321,1
E02000699,136,4,0.013137739,1
E02000700,69,21,0.013283298,0
E02000701,46,58,0.015120561,0
E02000702,75,14,0.017319224,4
E02000703,98,11,0.037560726,4
E02000704,118,11,0.012294469,1
E02000705,91,16,0.020250522,4
E02000706,59,3,0.012521834,0
E02000707,55,12,0.027625691,0
E02000708,111,9,0.021303883,4
E02000709,82,8,0.009924558,4
E02000710,113,24,0.006519465,4
E02000711,89,12,0.01293033,4
E02000712,95,6,0.039301558,4
E02000713,95,16,0.008051357,4
E02000714,47,19,0.010268071,0
E02000715,29,19,0.011570901,0
E02000716,35,14,0.014334071,0
E02000717,31,21,0.02274364,0
E02000718,31,10,0.019932905,0
E02000719,53,8,0.016792041,0
E02000720,31,45,0.003304485,0
E02000721,30,47,0.008139888,0
E02000722,49,28,0.008391775,0
E02000723,32,21,0.012521932,0
E02000724,37,43,0.010409643,0
E02000725,99,33,0.013392272,4
E02000726,749,33,0.017323496,2
E02000727,23,19,0.00665271,0
E02000728,23,17,0.014362336,0
E02000729,31,12,0.004490477,0
E02000730,25,34,0.007230098,0
E02000731,41,20,0.009206799,0
E02000732,31,9,0.053790659,0
E02000733,45,35,0.030544345,0
E02000734,52,23,0.016372059,0
E02000735,47,13,0.011650365,0
E02000736,40,22,0.008067022,0
E02000737,70,32,0.00977971,0
E02000738,51,12,0.013045409,0
E02000739,36,16,0.016176871,0
E02000740,43,12,0.016740656,0
E02000741,48,18,0.054100254,0
E02000742,52,12,0.017468559,0
E02000743,58,24,0.018105023,0
E02000744,179,17,0.022544999,1
E02000745,37,10,0.02400096,0
E02000746,168,9,0.030177367,1
E02000747,351,22,0.009885799,5
E02000748,42,9,0.019623112,0
E02000749,40,27,0.010655542,0
E02000750,598,26,0.009129353,2
E02000751,139,11,0.015107775,1
E02000752,125,8,0.040424646,1
E02000753,66,38,0.012047627,0
E02000754,80,30,0.018893939,4
E02000755,72,28,0.077901545,0
E02000756,263,30,0.003513203,5
E02000757,165,14,0.00728418,1
E02000758,63,18,0.016978961,0
E02000759,131,10,0.00846594,1
E02000760,77,32,0.012700831,4
E02000762,55,13,0.007902033,0
E02000763,61,22,0.003337631,0
E02000764,146,33,0.009443453,1
E02000765,52,28,0.007809177,0
E02000767,90,31,0.006675047,4
E02000768,58,25,0.031608101,0
E02000769,138,32,0.003644705,1
E02000770,47,24,0.006047516,0
E02000772,43,10,0.010631777,0
E02000773,52,19,0.007457559,0
E02000774,33,19,0.01802558,0
E02000776,33,36,0.020211671,0
E02000777,68,22,0.027056673,0
E02000779,37,22,0.020297862,0
E02000780,71,46,0.01356274,0
E02000781,94,19,0.007655206,4
E02000782,38,47,0.012632527,0
E02000783,32,37,0.011012103,0
E02006800,84,16,0.006560808,4
E02006924,80,26,0.012647479,4
E02006925,76,30,0.006390315,4
E02000784,109,21,0.021240234,4
E02000785,118,14,0.012104225,1
E02000786,159,18,0.013464448,1
E02000787,210,13,0.008218461,5
E02000788,119,23,0.010993775,1
E02000789,82,11,0.011137744,4
E02000790,78,10,0.011275919,4
E02000791,162,12,0.010194625,1
E02000792,97,3,0.008534009,4
E02000793,88,17,0.012713701,4
E02000794,89,18,0.019501167,4
E02000795,75,6,0.025357934,4
E02000796,83,6,0.009712096,4
E02000797,117,26,0.01954147,1
E02000798,160,21,0.013134946,1
E02000799,83,14,0.016041417,4
E02000800,59,10,0.014256391,0
E02000801,106,16,0.013844835,4
E02000802,114,21,0.012203775,4
E02000803,116,15,0.008999683,4
E02000804,100,26,0.013099606,4
E02000805,182,23,0.007986452,1
E02000806,136,16,0.02313897,1
E02000807,100,39,0.016722259,4
E02000808,141,31,0.01319491,1
E02000809,251,43,0.007535249,5
E02000810,147,17,0.010195619,1
E02000812,85,21,0.009571482,4
E02000813,68,23,0.013129604,0
E02000814,148,16,0.018133182,1
E02000815,44,17,0.020503235,0
E02000816,81,9,0.019989507,4
E02000817,32,20,0.027437943,0
E02000818,292,19,0.015098783,5
E02000819,25,24,0.012742319,0
E02000820,64,16,0.012719892,0
E02000821,41,36,0.017258143,0
E02000822,38,27,0.045890781,0
