203,168,34.836472
60,20,11.596406
137,18,9.57883
77,13,14.534974
128,10,8.54682
70,22,9.831879
98,22,10.819293
105,14,9.526267
92,7,12.023524
68,15,13.253195
85,14,8.038646
64,13,7.91019
79,20,10.249508
62,19,21.198755
70,25,8.536009
56,9,12.289184
87,17,10.878752
70,27,10.801782
224,50,11.62854
82,27,24.582754
36,11,23.974284
35,28,25.481638
95,50,10.07054
122,24,8.526773
103,9,17.643526
55,16,12.875797
87,20,11.08875
59,20,22.142421
91,46,9.93489
98,33,15.216929
225,12,13.999466
63,24,17.095611
97,22,11.81849
75,12,8.244861
94,19,12.675053
83,23,9.218296
140,29,22.461571
87,35,12.380523
85,38,7.01628
198,30,19.770146
46,27,14.708056
105,12,6.032523
60,18,7.802142
61,25,15.007639
98,25,6.725173
51,24,9.868601
68,19,13.335545
129,15,8.491587
67,25,4.006772
76,30,6.719701
122,14,11.66184
77,23,12.41614
308,18,4.783639
60,27,16.541551
87,42,4.293381
101,16,13.217564
52,25,15.198238
111,16,8.881178
83,18,10.127137
46,34,11.984536
75,45,10.837672
30,16,34.870229
55,20,20.733027
39,13,10.822511
52,32,17.717145
41,26,14.267553
131,39,9.683191
95,23,12.990008
151,24,18.625241
92,12,16.722867
70,32,35.608586
119,25,7.797966
131,15,14.671351
99,18,13.241082
92,15,23.288173
111,19,19.868437
120,30,8.872411
180,32,6.151248
137,35,10.338809
106,22,41.388852
112,41,5.987303
166,36,7.261218
150,21,7.261146
113,17,12.333662
95,36,24.002157
105,24,16.807159
101,16,16.202988
88,29,2.869315
158,27,8.059174
195,32,6.414227
72,17,18.532993
79,20,14.026053
50,25,10.118886
45,13,19.419489
39,10,5.149535
36,18,14.697987
57,12,3.260146
47,18,7.206023
39,24,10.119931
30,10,43.420609
43,29,29.091472
36,23,15.752806
34,22,9.615385
35,29,9.575547
47,19,9.354537
37,4,9.956185
66,24,9.615727
84,10,15.720201
301,23,39.865181
43,25,16.380952
33,32,13.564105
38,15,18.617407
17,16,18.790698
66,24,23.484119
44,16,12.221432
29,10,12.827694
36,51,6.697973
31,10,9.788774
75,18,18.356059
82,19,28.48537
46,25,7.092846
60,26,14.198072
65,13,25.471698
87,15,4.060765
92,18,7.610209
109,23,12.829622
110,24,10.915963
118,33,11.160177
131,42,5.549601
145,31,2.18692
211,50,11.264906
162,19,4.459511
222,37,4.217236
106,37,16.361128
65,28,8.994984
151,21,5.292105
170,26,9.892629
114,19,8.826625
70,21,14.994514
123,57,20.922908
103,35,21.03733
172,21,20.484293
107,33,28.132721
160,28,13.58582
98,34,17.391843
85,30,14.052238
90,25,12.841704
85,23,21.646024
93,24,12.728468
85,28,33.564783
82,23,16.371681
159,30,20.460078
122,32,14.997851
153,29,8.920455
106,47,9.524982
93,34,10.791086
110,26,10.551317
119,46,8.436756
116,50,13.732147
105,33,21.22945
114,27,24.660897
127,17,16.255811
79,20,20.88739
110,6,20.489837
92,19,18.373028
74,12,10.305899
88,9,13.052963
90,24,10.875754
90,9,11.06955
83,19,12.238601
125,9,11.845861
62,21,23.735199
79,11,19.649577
90,12,16.82592
208,18,11.467454
66,8,17.903433
54,15,9.440851
70,13,12.200732
43,24,20.870337
143,17,15.142789
75,33,20.466133
76,19,21.897908
77,15,12.581639
62,12,11.227714
57,5,12.036522
69,26,18.267694
97,16,33.526786
16,55,10.142996
50,34,25.541126
34,21,11.2375
39,15,12.394131
36,10,12.285012
75,20,10.208055
134,7,11.652588
79,25,9.727749
63,13,17.829859
66,9,22.239932
103,21,12.947431
97,18,12.9362
170,19,34.981643
82,23,17.368069
66,11,10.135056
68,19,21.585117
56,9,20.441007
112,20,29.68686
101,19,10.733975
74,44,8.460432
67,16,12.609801
126,24,24.101404
100,16,13.620732
60,21,21.865133
92,21,12.577341
65,38,22.777778
265,57,15.647332
93,39,30.105945
180,19,29.492668
41,18,24.002954
95,16,13.730839
484,33,13.544934
87,34,18.719864
138,50,9.836858
25,33,17.60555
119,28,8.070396
46,37,17.233233
76,37,18.93959
181,21,9.073691
105,14,14.872321
26,59,17.429361
163,17,8.851279
97,29,16.436944
83,56,17.582938
73,20,16.661407
78,13,27.07912
103,37,8.672542
190,30,12.586516
114,9,6.995563
82,18,12.289408
56,30,9.516477
48,9,9.794889
86,17,27.542495
63,26,14.699365
35,27,14.559771
42,25,8.585625
50,6,17.425474
55,9,17.763698
54,76,10.044313
89,22,7.055774
64,28,20.295353
52,22,8.792332
58,25,16.156595
26,38,9.452736
77,19,28.510884
61,8,28.521904
28,28,18.757792
72,30,17.882859
80,13,9.363879
167,6,20.420331
53,21,31.454802
44,18,23.825557
26,44,16.329911
109,10,12.392184
66,11,6.488089
21,10,6.356356
72,22,9.22473
102,12,20.984529
69,8,5.961851
68,12,10.702985
50,17,5.492942
87,10,5.838433
124,12,8.493288
71,16,7.343284
73,21,9.476576
44,27,6.932511
36,15,8.731977
69,21,5.530872
80,14,7.370309
68,31,8.161605
60,13,10.877005
100,22,6.202501
74,37,6.444081
77,35,9.401516
37,27,6.073355
37,23,14.491407
106,20,4.835681
68,20,10.009169
131,28,5.907072
179,15,22.660735
68,20,4.121515
66,28,14.792269
42,20,10.199862
125,17,11.586207
90,11,7.52775
57,12,14.09934
62,16,6.623955
82,5,9.893507
89,18,28.747638
104,21,10.304622
65,16,8.119447
65,23,8.041813
53,12,7.111572
49,32,13.245407
71,19,20.10021
37,30,16.998762
65,26,6.539054
110,7,8.741794
33,50,6.471989
56,26,5.988746
52,42,37.016916
50,15,7.27751
59,17,5.06631
85,27,5.162023
40,23,5.228758
26,9,10.122529
96,19,9.1461
41,14,11.424675
324,16,18.122376
35,31,16.600141
